"PRENOM";"NOM";"EMAIL";"TELEPHONE";"DATE_NAISSANCE";"ADRESSE";"CODE_POSTAL";"VILLE";"DIPLOME";"ANNEES_EXPERIENCE";"POSTE_VISE";"SALAIRE_SOUHAITE";"DATE_CANDIDATURE";"STATUT"
"Pierre";"Pons";"pierrepons@outlook.fr";"+33 6 68 37 64 35";"1976-10-16";"87 Rue du Commerce";"69100";"Villeurbanne";"Bac+8 (Doctorat)";"20";"Architecte Cloud";"50960.24";"2025-07-16";"ENTRETIEN"
"Manon";"Robert";"manon-robert@protonmail.com";"+33 6 80 29 30 67";"1976-12-18";"2 Rue Jean Moulin";"38000";"Grenoble";"CAP/BEP";"9";"Analyste Données";"52033.54";"2025-06-14";"REFUSE"
"Zoé";"Robert";"zoerobert@gmail.com";"+33 6 63 28 95 87";"1978-03-12";"129 Chemin du Moulin";"76000";"Rouen";"MBA";"22";"Commercial";"48336.96";"2025-10-06";"ENTRETIEN"
"Stéphane";"Dumont";"stephane-dumont@protonmail.com";"+33 6 85 18 45 47";"2001-02-21";"135 Rue Émile Zola";"69100";"Villeurbanne";"Bac+8 (Doctorat)";"0";"Architecte Cloud";"38336.49";"2025-08-14";"EN_COURS"
"Alexandra";"Lemaître";"alexandra-lemaitre@protonmail.com";"+33 6 11 37 15 76";"1996-12-09";"37 Place de la Bastille";"66000";"Perpignan";"Bac+5 (Master/Ingénieur)";"22";"Product Owner";"70103.09";"2026-02-27";"REFUSE"
"Rémi";"Leroy";"remileroy@yahoo.fr";"+33 6 42 30 30 20";"1981-02-22";"51 Chemin du Moulin";"83000";"Toulon";"MBA";"5";"Chef de Projet";"66391.08";"2025-01-03";"ENTRETIEN"
"Pascale";"Delmas";"pascale.delmas@yahoo.fr";"+33 6 44 94 91 10";"2000-09-11";"120 Impasse des Lilas";"75020";"Paris";"Bac+5 (Master/Ingénieur)";"18";"Comptable";"75561.73";"2025-03-17";"REFUSE"
"Anaïs";"Mercier";"anaismercier@yahoo.fr";"+33 6 68 90 30 79";"2003-07-26";"101 Rue du Commerce";"83000";"Toulon";"Bac+8 (Doctorat)";"9";"DevOps";"74654.89";"2025-11-06";"EMBAUCHE"
"Nathan";"Michel";"nathan-michel@hotmail.fr";"+33 6 85 88 75 71";"1994-09-12";"127 Impasse des Lilas";"34000";"Montpellier";"Bac+2 (BTS/DUT)";"2";"Juriste";"57198.19";"2025-08-27";"REFUSE"
"Sylvain";"Colin";"sylvaincolin@yahoo.fr";"+33 6 68 82 75 16";"1988-03-23";"105 Rue Nationale";"29200";"Brest";"Bac+5 (Master/Ingénieur)";"4";"Analyste Données";"57428.09";"2025-07-04";"EMBAUCHE"
"Laurent";"Muller";"laurentmuller@hotmail.fr";"+33 6 64 98 67 36";"2005-02-12";"14 Rue Pierre Curie";"51100";"Reims";"CAP/BEP";"0";"Développeur Full-Stack";"63576.32";"2025-04-19";"ENTRETIEN"
"Pauline";"Dupont";"pauline.dupont@hotmail.fr";"+33 6 87 33 62 74";"1984-02-24";"19 Chemin du Moulin";"69100";"Villeurbanne";"Bac+3 (Licence)";"24";"Scrum Master";"83261.19";"2025-10-05";"EN_COURS"
"Hugo";"Bertrand";"hugo.bertrand@yahoo.fr";"+33 6 93 39 63 12";"1998-08-12";"111 Rue de la Gare";"76000";"Rouen";"Bac+2 (BTS/DUT)";"22";"Scrum Master";"57165.54";"2025-09-03";"ENTRETIEN"
"Mathilde";"Deschamps";"mathilde-deschamps@outlook.fr";"+33 6 85 44 47 62";"1995-05-16";"45 Boulevard Gambetta";"42000";"Saint-Étienne";"CAP/BEP";"11";"Responsable RH";"41129.76";"2025-08-30";"ENTRETIEN"
"Hélène";"Petit";"helene-petit@hotmail.fr";"+33 6 53 29 72 38";"1991-06-05";"98 Avenue Jean Jaurès";"17000";"La Rochelle";"Bac+5 (Master/Ingénieur)";"4";"Scrum Master";"60209.27";"2025-01-24";"REFUSE"
"Fabrice";"Delmas";"fabricedelmas@hotmail.fr";"+33 6 59 60 64 90";"1983-10-24";"32 Avenue Jean Jaurès";"17000";"La Rochelle";"Bac+8 (Doctorat)";"21";"Comptable";"39366.56";"2025-01-10";"OFFRE"
"Lucienne";"Charpentier";"lucienne-charpentier@outlook.fr";"+33 6 67 89 68 69";"1977-02-24";"98 Boulevard de la Marne";"69100";"Villeurbanne";"Bac Pro";"1";"Commercial";"29928.65";"2026-02-15";"REFUSE"
"Julien";"Arnaud";"julien.arnaud@outlook.fr";"+33 6 40 69 27 63";"1991-05-04";"35 Avenue Jean Jaurès";"13001";"Marseille";"Bac+5 (Master/Ingénieur)";"17";"Architecte Cloud";"54746.93";"2025-10-24";"EN_COURS"
"Nicole";"Garnier";"nicolegarnier@yahoo.fr";"+33 6 16 33 98 20";"2000-10-24";"16 Boulevard Voltaire";"54000";"Nancy";"Bac+5 (Master/Ingénieur)";"6";"Responsable RH";"74546.8";"2025-11-16";"REFUSE"
"Eva";"Pichon";"eva-pichon@protonmail.com";"+33 6 42 68 94 69";"1993-05-12";"42 Allée des Tilleuls";"54000";"Nancy";"MBA";"1";"Chargé de Communication";"47901.66";"2025-04-20";"EN_COURS"
"Arnaud";"Legrand";"arnaudlegrand@hotmail.fr";"+33 6 94 95 32 23";"1978-12-17";"26 Chemin du Moulin";"06600";"Antibes";"Bac+8 (Doctorat)";"23";"Commercial";"55321.94";"2026-01-14";"EMBAUCHE"
"André";"Leclercq";"andre-leclercq@hotmail.fr";"+33 6 83 45 67 87";"1995-02-14";"15 Rue de Rivoli";"76000";"Rouen";"Bac Pro";"6";"Product Owner";"35999.53";"2025-08-26";"EMBAUCHE"
"Benoît";"Leclercq";"benoit-leclercq@protonmail.com";"+33 6 96 32 70 75";"1986-10-14";"1 Impasse des Lilas";"68100";"Mulhouse";"Bac+3 (Licence)";"0";"Comptable";"29436.21";"2025-06-26";"EN_COURS"
"Virginie";"Carlier";"virginie.carlier@protonmail.com";"+33 6 63 68 21 59";"2002-11-08";"124 Rue Pierre Curie";"35000";"Rennes";"Bac+2 (BTS/DUT)";"3";"Scrum Master";"66675.19";"2025-03-04";"EN_COURS"
"Julie";"Gauthier";"julie.gauthier@yahoo.fr";"+33 6 73 75 42 57";"2000-11-01";"114 Place du Marché";"06000";"Nice";"CAP/BEP";"2";"Développeur Full-Stack";"49107.28";"2025-12-04";"REFUSE"
"Hugo";"Breton";"hugobreton@protonmail.com";"+33 6 79 67 96 69";"1981-09-30";"70 Rue du Faubourg Saint-Honoré";"93200";"Saint-Denis";"Bac+5 (Master/Ingénieur)";"24";"DevOps";"55125.1";"2025-08-16";"REFUSE"
"Jérôme";"Lemaire";"jerome-lemaire@protonmail.com";"+33 6 69 62 26 53";"1980-05-15";"103 Avenue de la Liberté";"68100";"Mulhouse";"Bac+3 (Licence)";"24";"Commercial";"42168.94";"2025-06-06";"EMBAUCHE"
"Georges";"Vidal";"georges.vidal@protonmail.com";"+33 6 72 71 20 17";"1977-04-18";"16 Avenue Victor Hugo";"44000";"Nantes";"Bac+8 (Doctorat)";"17";"DevOps";"42728.09";"2025-03-05";"ENTRETIEN"
"Zoé";"Blanc";"zoe.blanc@hotmail.fr";"+33 6 68 82 83 35";"1982-08-05";"104 Boulevard Gambetta";"25000";"Besançon";"Bac+5 (Master/Ingénieur)";"17";"Ingénieur Machine Learning";"82944.73";"2025-07-31";"REFUSE"
"Henri";"Robin";"henrirobin@protonmail.com";"+33 6 66 21 90 62";"1982-04-11";"90 Boulevard Haussmann";"49000";"Angers";"MBA";"7";"Data Engineer";"37317.58";"2025-11-21";"REFUSE"
"René";"Mathieu";"renemathieu@outlook.fr";"+33 6 21 55 87 10";"1993-09-20";"104 Impasse des Lilas";"67000";"Strasbourg";"Bac+2 (BTS/DUT)";"23";"Consultant BI";"61836.36";"2025-02-23";"REFUSE"
"Jules";"Bonnet";"julesbonnet@protonmail.com";"+33 6 46 53 20 96";"1998-12-26";"87 Chemin du Moulin";"45000";"Orléans";"Bac Pro";"18";"Data Engineer";"39041.15";"2025-01-03";"ENTRETIEN"
"Fabrice";"Renaud";"fabrice.renaud@gmail.com";"+33 6 99 51 87 95";"1983-04-25";"37 Avenue de Verdun";"37000";"Tours";"Bac+5 (Master/Ingénieur)";"16";"Juriste";"40005.92";"2025-05-01";"EMBAUCHE"
"Bruno";"Marchand";"bruno.marchand@yahoo.fr";"+33 6 60 72 24 26";"1995-08-27";"135 Rue des Écoles";"14000";"Caen";"Bac Pro";"3";"Chef de Projet";"68313.81";"2025-11-05";"OFFRE"
"Virginie";"Robin";"virginierobin@protonmail.com";"+33 6 71 75 88 87";"1984-01-03";"71 Avenue Victor Hugo";"34000";"Montpellier";"MBA";"15";"Consultant BI";"45658.32";"2025-11-24";"EMBAUCHE"
"Serge";"Pichon";"serge-pichon@hotmail.fr";"+33 6 26 35 56 63";"1995-05-18";"26 Rue de la Paix";"80000";"Amiens";"CAP/BEP";"20";"Juriste";"81225.69";"2025-12-15";"OFFRE"
"Emma";"Dupont";"emmadupont@yahoo.fr";"+33 6 63 19 34 91";"1976-05-22";"137 Avenue Jean Jaurès";"75001";"Paris";"Bac+3 (Licence)";"9";"Ingénieur Machine Learning";"32394.5";"2025-07-11";"REFUSE"
"Clara";"Richard";"clara-richard@hotmail.fr";"+33 6 26 25 75 69";"2001-06-16";"51 Rue Lafayette";"69100";"Villeurbanne";"Bac+5 (Master/Ingénieur)";"20";"Commercial";"55748.25";"2026-02-27";"ENTRETIEN"
"Franck";"Lemaître";"franck-lemaitre@hotmail.fr";"+33 6 25 37 56 39";"2000-09-28";"34 Avenue Victor Hugo";"17000";"La Rochelle";"CAP/BEP";"8";"DevOps";"64073.65";"2025-03-27";"EMBAUCHE"
"Morgane";"François";"morgane.francois@hotmail.fr";"+33 6 19 26 45 72";"2000-11-12";"24 Avenue des Champs-Élysées";"75020";"Paris";"Bac+3 (Licence)";"16";"Chef de Projet";"64921.75";"2025-04-21";"EN_COURS"
"Nicolas";"Moulin";"nicolasmoulin@hotmail.fr";"+33 6 69 92 42 42";"1990-12-28";"125 Rue Émile Zola";"34000";"Montpellier";"CAP/BEP";"13";"Comptable";"62396.1";"2025-07-15";"REFUSE"
"Hélène";"Vidal";"helene.vidal@outlook.fr";"+33 6 72 65 61 38";"1986-02-01";"139 Place du Marché";"66000";"Perpignan";"Bac+3 (Licence)";"2";"Chef de Projet";"30113.89";"2025-08-08";"ENTRETIEN"
"Christophe";"Fleury";"christophefleury@outlook.fr";"+33 6 72 78 62 80";"1980-11-28";"58 Avenue Victor Hugo";"51100";"Reims";"Bac Pro";"6";"Commercial";"68902.19";"2026-01-16";"REFUSE"
"Denise";"Lacroix";"deniselacroix@yahoo.fr";"+33 6 79 29 66 41";"1977-11-14";"93 Place de la Bastille";"54000";"Nancy";"Bac Pro";"21";"Comptable";"33628.27";"2025-07-23";"EN_COURS"
"Christine";"Thomas";"christinethomas@protonmail.com";"+33 6 30 89 65 74";"1977-07-16";"33 Rue Lafayette";"06000";"Nice";"CAP/BEP";"11";"Product Owner";"31432.72";"2025-05-18";"ENTRETIEN"
"Arthur";"Navarro";"arthur-navarro@yahoo.fr";"+33 6 40 28 99 53";"1999-08-06";"131 Chemin du Moulin";"30000";"Nîmes";"CAP/BEP";"16";"Scrum Master";"48841.35";"2025-09-19";"EN_COURS"
"Christophe";"Lacroix";"christophe.lacroix@yahoo.fr";"+33 6 28 37 74 24";"1995-01-01";"65 Rue de la Gare";"75008";"Paris";"MBA";"23";"Développeur Full-Stack";"62001.58";"2025-08-27";"EN_COURS"
"Sébastien";"Michel";"sebastienmichel@outlook.fr";"+33 6 52 63 99 80";"2006-01-22";"99 Rue de la République";"14000";"Caen";"CAP/BEP";"25";"Analyste Données";"56637.89";"2025-05-02";"ENTRETIEN"
"Marion";"Henry";"marionhenry@yahoo.fr";"+33 6 99 95 54 70";"2006-02-15";"119 Boulevard Saint-Germain";"13008";"Marseille";"Bac+8 (Doctorat)";"16";"Chargé de Communication";"48130.39";"2026-02-17";"OFFRE"
"Élodie";"Berger";"elodieberger@yahoo.fr";"+33 6 73 37 65 44";"2000-10-23";"36 Rue des Écoles";"51100";"Reims";"Bac+8 (Doctorat)";"9";"Comptable";"28250.76";"2025-10-14";"REFUSE"
"Michel";"Simon";"michelsimon@outlook.fr";"+33 6 13 16 33 96";"2002-07-05";"114 Avenue Foch";"75008";"Paris";"Bac+8 (Doctorat)";"20";"Responsable RH";"41895.43";"2025-07-12";"ENTRETIEN"
"Patrick";"Martin";"patrick.martin@yahoo.fr";"+33 6 11 86 90 35";"1997-12-10";"136 Avenue de Verdun";"06400";"Cannes";"Bac+3 (Licence)";"3";"Consultant BI";"68238.33";"2025-03-10";"OFFRE"
"Manon";"Rolland";"manon.rolland@gmail.com";"+33 6 85 74 19 37";"1991-03-09";"142 Impasse des Lilas";"31000";"Toulouse";"Bac+3 (Licence)";"7";"Scrum Master";"58264.98";"2025-10-05";"REFUSE"
"Audrey";"Gaillard";"audrey-gaillard@hotmail.fr";"+33 6 88 59 35 16";"1999-01-26";"91 Avenue Foch";"59000";"Lille";"Bac Pro";"16";"Comptable";"82167.95";"2025-01-01";"EN_COURS"
"Michel";"Guérin";"michelguerin@hotmail.fr";"+33 6 35 55 28 48";"2001-12-20";"87 Avenue des Champs-Élysées";"93200";"Saint-Denis";"Bac+8 (Doctorat)";"13";"Architecte Cloud";"37049.57";"2026-01-14";"REFUSE"
"Sébastien";"Perrin";"sebastien.perrin@hotmail.fr";"+33 6 24 84 23 63";"1991-11-15";"145 Rue de Rivoli";"75020";"Paris";"Bac Pro";"16";"Responsable RH";"67108.08";"2025-07-26";"REFUSE"
"Christine";"Gauthier";"christine-gauthier@outlook.fr";"+33 6 14 22 93 29";"1984-07-09";"1 Place du Marché";"42000";"Saint-Étienne";"Bac+2 (BTS/DUT)";"4";"Responsable RH";"61898.74";"2026-01-30";"ENTRETIEN"
"Océane";"Blanc";"oceane-blanc@outlook.fr";"+33 6 86 50 48 72";"1987-09-14";"22 Avenue Foch";"57000";"Metz";"Bac+3 (Licence)";"25";"Chargé de Communication";"35832.82";"2025-06-03";"ENTRETIEN"
"Julien";"David";"juliendavid@outlook.fr";"+33 6 27 54 79 76";"2005-02-04";"104 Rue du Faubourg Saint-Honoré";"57000";"Metz";"CAP/BEP";"4";"Product Owner";"69945.71";"2025-09-02";"EN_COURS"
"Sarah";"Adam";"sarah-adam@hotmail.fr";"+33 6 23 28 99 20";"2001-01-21";"56 Rue Émile Zola";"31000";"Toulouse";"Bac+8 (Doctorat)";"19";"Consultant BI";"56653.74";"2025-02-16";"EN_COURS"
"Thierry";"Girard";"thierrygirard@protonmail.com";"+33 6 35 53 75 69";"1994-05-24";"77 Rue Victor Hugo";"80000";"Amiens";"Bac+5 (Master/Ingénieur)";"3";"Comptable";"35251.01";"2025-05-29";"EN_COURS"
"Clément";"Rousseau";"clementrousseau@outlook.fr";"+33 6 77 75 40 40";"1990-07-25";"20 Boulevard Haussmann";"06600";"Antibes";"Bac+5 (Master/Ingénieur)";"17";"Comptable";"72258.6";"2025-09-01";"REFUSE"
"Emmanuel";"Dufour";"emmanuel.dufour@yahoo.fr";"+33 6 76 57 82 32";"1996-05-11";"73 Rue du Commerce";"76600";"Le Havre";"MBA";"7";"Juriste";"80400.76";"2025-03-29";"EN_COURS"
"Loïc";"Breton";"loic-breton@yahoo.fr";"+33 6 14 18 19 73";"1999-08-02";"61 Rue Jean Moulin";"84000";"Avignon";"Bac Pro";"12";"Chef de Projet";"74352.43";"2025-02-13";"REFUSE"
"Paul";"Leclerc";"paul-leclerc@gmail.com";"+33 6 90 65 29 40";"1984-02-29";"96 Rue Nationale";"66000";"Perpignan";"Bac+8 (Doctorat)";"14";"Data Engineer";"37748.01";"2025-11-30";"REFUSE"
"Louis";"Lemaire";"louis-lemaire@hotmail.fr";"+33 6 38 14 29 23";"2000-06-29";"112 Boulevard Voltaire";"75008";"Paris";"Bac+3 (Licence)";"5";"Juriste";"52928.64";"2025-04-30";"OFFRE"
"Morgane";"Garnier";"morganegarnier@outlook.fr";"+33 6 99 58 48 98";"1987-10-02";"32 Rue de Rivoli";"42000";"Saint-Étienne";"Bac+8 (Doctorat)";"13";"Chef de Projet";"29590.71";"2025-10-30";"ENTRETIEN"
"Julien";"Leclercq";"julien.leclercq@outlook.fr";"+33 6 38 18 71 70";"1983-12-26";"111 Place du Marché";"59000";"Lille";"Bac+5 (Master/Ingénieur)";"24";"Product Owner";"64573.36";"2025-05-02";"EN_COURS"
"Charlotte";"Pons";"charlotte-pons@gmail.com";"+33 6 92 53 93 53";"1984-11-29";"82 Rue des Écoles";"95100";"Argenteuil";"Bac+8 (Doctorat)";"20";"Scrum Master";"30685.54";"2025-07-13";"ENTRETIEN"
"Yvette";"Jacquet";"yvettejacquet@gmail.com";"+33 6 59 93 80 55";"2005-01-24";"95 Boulevard Voltaire";"87000";"Limoges";"Bac+8 (Doctorat)";"6";"Scrum Master";"50347.4";"2025-03-31";"EN_COURS"
"Sophie";"Hamon";"sophiehamon@gmail.com";"+33 6 19 69 83 54";"1982-03-09";"71 Rue de la Gare";"75001";"Paris";"Bac+5 (Master/Ingénieur)";"13";"Comptable";"51850.83";"2025-04-22";"ENTRETIEN"
"Thomas";"Carlier";"thomas.carlier@protonmail.com";"+33 6 29 53 51 57";"1984-08-27";"23 Rue Pasteur";"76000";"Rouen";"Bac Pro";"9";"Responsable RH";"51022.75";"2025-03-18";"REFUSE"
"Brigitte";"Guérin";"brigitte-guerin@hotmail.fr";"+33 6 49 68 17 93";"1999-06-27";"120 Rue Nationale";"33000";"Bordeaux";"Bac+8 (Doctorat)";"21";"Responsable RH";"34131.88";"2025-01-21";"EMBAUCHE"
"Luc";"Rousseau";"luc.rousseau@hotmail.fr";"+33 6 48 21 64 93";"1983-11-13";"148 Avenue de la Liberté";"42000";"Saint-Étienne";"Bac+5 (Master/Ingénieur)";"16";"Commercial";"62501.47";"2025-07-03";"REFUSE"
"Franck";"Robin";"franck-robin@gmail.com";"+33 6 74 35 24 75";"2000-01-23";"17 Rue Émile Zola";"64000";"Pau";"Bac+2 (BTS/DUT)";"17";"Chargé de Communication";"34951.46";"2025-09-23";"EMBAUCHE"
"Dominique";"Michel";"dominique-michel@protonmail.com";"+33 6 84 84 64 41";"1994-11-09";"72 Rue de la Paix";"84000";"Avignon";"Bac+8 (Doctorat)";"22";"Développeur Full-Stack";"69892.33";"2026-02-25";"REFUSE"
"Hugo";"Marchand";"hugo.marchand@protonmail.com";"+33 6 93 28 31 88";"1983-12-21";"53 Rue Victor Hugo";"45000";"Orléans";"Bac+2 (BTS/DUT)";"20";"Commercial";"80339.46";"2025-10-24";"EMBAUCHE"
"Maurice";"Charpentier";"mauricecharpentier@outlook.fr";"+33 6 33 88 35 96";"1979-12-24";"16 Place du Marché";"45000";"Orléans";"Bac Pro";"11";"Commercial";"70824.37";"2025-04-25";"EN_COURS"
"Romane";"Marchand";"romane-marchand@gmail.com";"+33 6 57 94 16 36";"1985-05-13";"138 Boulevard Haussmann";"13008";"Marseille";"MBA";"21";"Comptable";"84373.7";"2025-07-15";"EN_COURS"
"Jade";"Boyer";"jadeboyer@yahoo.fr";"+33 6 85 10 53 35";"1994-03-23";"124 Rue Nationale";"64000";"Pau";"Bac+8 (Doctorat)";"8";"Analyste Données";"46654.78";"2025-01-29";"EN_COURS"
"Lucie";"Gaillard";"lucie-gaillard@yahoo.fr";"+33 6 56 54 42 52";"1987-08-13";"55 Boulevard Saint-Germain";"31000";"Toulouse";"MBA";"2";"Ingénieur Machine Learning";"60499.96";"2025-05-21";"REFUSE"
"Paul";"Brun";"paul-brun@hotmail.fr";"+33 6 34 54 70 19";"1987-12-30";"128 Rue de la Paix";"13001";"Marseille";"Bac+3 (Licence)";"19";"Ingénieur Machine Learning";"71866.06";"2025-09-13";"EMBAUCHE"
"Patrick";"Charpentier";"patrick-charpentier@yahoo.fr";"+33 6 53 97 46 65";"1980-05-06";"121 Boulevard Saint-Germain";"06600";"Antibes";"Bac+8 (Doctorat)";"2";"Analyste Données";"36124.01";"2025-06-07";"ENTRETIEN"
"Christine";"Pichon";"christine-pichon@hotmail.fr";"+33 6 73 30 37 16";"1981-04-18";"101 Boulevard Haussmann";"95100";"Argenteuil";"CAP/BEP";"4";"Comptable";"51481.0";"2025-10-28";"EN_COURS"
"Odette";"Hamon";"odette.hamon@yahoo.fr";"+33 6 69 37 70 27";"1995-01-17";"35 Allée des Tilleuls";"76600";"Le Havre";"Bac+3 (Licence)";"16";"Consultant BI";"39528.17";"2025-11-10";"EN_COURS"
"Geneviève";"Pons";"genevieve-pons@yahoo.fr";"+33 6 58 35 71 62";"1983-10-14";"136 Rue Pasteur";"06000";"Nice";"Bac+5 (Master/Ingénieur)";"20";"Consultant BI";"64500.07";"2025-06-11";"EMBAUCHE"
"Julie";"Barbier";"juliebarbier@outlook.fr";"+33 6 57 82 91 24";"1982-05-10";"90 Boulevard Gambetta";"13001";"Marseille";"Bac+2 (BTS/DUT)";"16";"Commercial";"42483.38";"2025-12-18";"REFUSE"
"Audrey";"Picard";"audreypicard@hotmail.fr";"+33 6 30 71 38 79";"1985-05-03";"68 Rue des Écoles";"31000";"Toulouse";"Bac Pro";"13";"Chef de Projet";"46223.08";"2025-10-29";"EN_COURS"
"Bruno";"Charpentier";"bruno.charpentier@outlook.fr";"+33 6 73 56 95 91";"1997-10-15";"22 Place de la Bastille";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"5";"Chargé de Communication";"50342.86";"2025-11-04";"REFUSE"
"Inès";"Marchand";"inesmarchand@hotmail.fr";"+33 6 79 97 29 47";"2003-10-14";"23 Rue de la Gare";"95100";"Argenteuil";"MBA";"8";"Comptable";"72909.77";"2025-03-28";"REFUSE"
"Pascale";"Brunet";"pascale.brunet@gmail.com";"+33 6 42 90 80 87";"1978-12-14";"50 Avenue de Verdun";"17000";"La Rochelle";"MBA";"2";"Product Owner";"73662.58";"2025-07-24";"REFUSE"
"Ludovic";"Jacquet";"ludovicjacquet@protonmail.com";"+33 6 30 21 68 42";"1993-05-30";"68 Rue Nationale";"95100";"Argenteuil";"Bac Pro";"20";"Scrum Master";"83118.61";"2025-07-22";"ENTRETIEN"
"Robert";"Michel";"robert.michel@outlook.fr";"+33 6 83 60 18 76";"1985-04-23";"8 Avenue des Champs-Élysées";"34000";"Montpellier";"Bac+2 (BTS/DUT)";"0";"Consultant BI";"62161.2";"2025-08-28";"EN_COURS"
"Patrick";"Leclerc";"patrick.leclerc@protonmail.com";"+33 6 84 48 43 58";"1984-03-07";"6 Rue Pasteur";"49000";"Angers";"Bac+5 (Master/Ingénieur)";"0";"Chargé de Communication";"71133.8";"2025-05-18";"ENTRETIEN"
"Patrick";"Carlier";"patrick-carlier@outlook.fr";"+33 6 73 23 45 20";"2002-09-21";"127 Avenue Victor Hugo";"63000";"Clermont-Ferrand";"MBA";"19";"Comptable";"71244.63";"2025-08-07";"REFUSE"
"Nathalie";"Masson";"nathalie-masson@hotmail.fr";"+33 6 20 49 61 98";"2001-04-17";"117 Rue Victor Hugo";"69001";"Lyon";"Bac+8 (Doctorat)";"12";"Responsable RH";"69506.26";"2025-07-13";"OFFRE"
"Claude";"Thomas";"claudethomas@protonmail.com";"+33 6 91 99 86 98";"1981-10-26";"117 Boulevard de la Marne";"67000";"Strasbourg";"CAP/BEP";"6";"Product Owner";"47218.79";"2025-08-23";"EN_COURS"
"Marine";"Roussel";"marine.roussel@gmail.com";"+33 6 15 44 55 10";"1994-06-28";"65 Place du Marché";"80000";"Amiens";"Bac+5 (Master/Ingénieur)";"4";"Chargé de Communication";"77695.73";"2025-05-16";"EN_COURS"
"Christian";"Legrand";"christian.legrand@protonmail.com";"+33 6 11 72 25 94";"1996-10-28";"82 Rue Victor Hugo";"13100";"Aix-en-Provence";"MBA";"21";"Product Owner";"34524.95";"2025-01-29";"EMBAUCHE"
"Romain";"Lambert";"romain-lambert@yahoo.fr";"+33 6 43 87 65 84";"1994-07-23";"120 Rue Pierre Curie";"42000";"Saint-Étienne";"Bac+2 (BTS/DUT)";"0";"Ingénieur Machine Learning";"76529.92";"2025-11-05";"REFUSE"
"Marc";"Breton";"marcbreton@yahoo.fr";"+33 6 52 51 25 16";"1985-11-12";"85 Chemin du Moulin";"44000";"Nantes";"Bac+5 (Master/Ingénieur)";"20";"Juriste";"49185.36";"2025-01-04";"EN_COURS"
"Hervé";"Vincent";"herve-vincent@gmail.com";"+33 6 68 58 26 30";"1982-12-29";"134 Avenue Foch";"95100";"Argenteuil";"Bac Pro";"5";"Juriste";"44007.59";"2025-10-13";"EN_COURS"
"Alain";"Navarro";"alain-navarro@protonmail.com";"+33 6 64 25 66 54";"1980-07-21";"107 Rue Jean Moulin";"34000";"Montpellier";"Bac+5 (Master/Ingénieur)";"18";"Product Owner";"40364.99";"2025-11-20";"OFFRE"
"Morgane";"Aubert";"morgane-aubert@protonmail.com";"+33 6 81 79 93 98";"2000-01-23";"31 Boulevard Gambetta";"45000";"Orléans";"Bac Pro";"18";"DevOps";"49856.09";"2026-02-09";"EN_COURS"
"Brigitte";"Brun";"brigitte.brun@yahoo.fr";"+33 6 95 74 20 49";"1987-03-22";"89 Rue Victor Hugo";"35000";"Rennes";"MBA";"17";"Développeur Full-Stack";"59221.19";"2025-01-08";"ENTRETIEN"
"Sabrina";"Moreau";"sabrina.moreau@hotmail.fr";"+33 6 40 92 85 33";"1977-06-11";"140 Boulevard Saint-Germain";"93100";"Montreuil";"Bac Pro";"16";"Data Engineer";"32223.68";"2025-07-18";"EN_COURS"
"Clément";"Dubois";"clement.dubois@gmail.com";"+33 6 74 16 97 34";"1982-07-20";"101 Avenue Jean Jaurès";"84000";"Avignon";"Bac+2 (BTS/DUT)";"6";"Chargé de Communication";"30047.29";"2025-11-22";"REFUSE"
"Alice";"Boulanger";"aliceboulanger@yahoo.fr";"+33 6 53 73 53 22";"1981-05-12";"34 Avenue Victor Hugo";"51100";"Reims";"Bac Pro";"24";"Comptable";"75540.79";"2025-06-07";"OFFRE"
"Stéphane";"Sanchez";"stephane.sanchez@hotmail.fr";"+33 6 27 26 56 79";"2001-04-22";"2 Rue Victor Hugo";"29200";"Brest";"Bac+3 (Licence)";"4";"Chef de Projet";"77126.76";"2025-12-30";"ENTRETIEN"
"Denise";"Durand";"denise-durand@yahoo.fr";"+33 6 98 85 55 31";"1999-05-20";"65 Impasse des Lilas";"31000";"Toulouse";"CAP/BEP";"25";"Product Owner";"59405.14";"2025-12-10";"ENTRETIEN"
"Béatrice";"Boulanger";"beatrice.boulanger@yahoo.fr";"+33 6 28 11 56 97";"1983-07-24";"145 Rue Jean Moulin";"49000";"Angers";"Bac+3 (Licence)";"25";"Ingénieur Machine Learning";"54772.42";"2026-02-13";"ENTRETIEN"
"Frédéric";"Martin";"fredericmartin@protonmail.com";"+33 6 40 96 72 39";"1999-05-29";"121 Avenue de Verdun";"68100";"Mulhouse";"Bac+3 (Licence)";"18";"Commercial";"33052.2";"2025-06-03";"EN_COURS"
"Thierry";"Lemaire";"thierry.lemaire@protonmail.com";"+33 6 79 25 46 60";"1995-02-21";"85 Rue Victor Hugo";"38000";"Grenoble";"Bac+2 (BTS/DUT)";"12";"Comptable";"78070.04";"2025-08-06";"EMBAUCHE"
"Pascale";"Richard";"pascalerichard@hotmail.fr";"+33 6 24 40 94 69";"2005-01-12";"121 Impasse des Lilas";"21000";"Dijon";"Bac+2 (BTS/DUT)";"3";"Commercial";"84751.55";"2025-04-29";"REFUSE"
