"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Emmanuel";"Perrin";"emmanuelperrin@voltaire-analytics.fr";"+33 3 85 58 45 95";"+33 6 97 31 32 13";"1985-07-24";"Bayonne";"M";"Suisse";"185077391377995";"83VE54345";"5398702613";"3 Avenue Victor Hugo";"75020";"Paris";"FR7655835800845922038882361";"Ingénieur R&D";"Recherche & Développement";"2017-11-06";"CDD";"40";"True"
"Jérôme";"Brun";"jerome-brun@voltaire-analytics.fr";"+33 2 47 81 79 40";"+33 6 20 87 33 66";"1971-09-18";"Nantes";"M";"Française";"171095886696418";"66QZ37486";"4617899237";"49 Rue de Rivoli";"14000";"Caen";"FR7675790203548704684324621";"Community Manager";"Marketing";"2015-12-19";"Alternance";"32";"True"
"Éric";"Muller";"eric.muller@voltaire-analytics.fr";"+33 2 16 72 38 65";"+33 6 18 73 49 50";"1983-10-25";"Pau";"M";"Française";"183103410948602";"90TC75794";"4498661660";"16 Rue de la Paix";"75008";"Paris";"FR7612013218264104256921917";"Acheteur";"Achats";"2023-02-03";"CDI";"36";"True"
"René";"Laurent";"renelaurent@voltaire-analytics.fr";"+33 2 92 83 30 23";"+33 6 55 94 91 81";"1965-06-13";"Cannes";"M";"Française";"165061059515424";"69YP29301";"4458417073";"115 Chemin du Moulin";"93200";"Saint-Denis";"FR7665116478796292389069319";"Coordinateur Transport";"Logistique";"2019-10-13";"CDI";"7";"True"
"David";"Masson";"david-masson@voltaire-analytics.fr";"+33 5 66 49 72 15";"+33 6 90 85 23 47";"1981-02-08";"Amiens";"M";"Française";"181029570512215";"87FW98250";"8712505628";"58 Boulevard Gambetta";"59000";"Lille";"FR7627210592666732725973925";"Opérateur";"Production";"2020-12-30";"CDI";"50";"True"
"Patrick";"Chevalier";"patrick-chevalier@voltaire-analytics.fr";"+33 4 97 88 84 25";"+33 6 59 83 82 30";"1971-07-15";"La Rochelle";"M";"Marocaine";"171075989146497";"96AV75845";"9181190546";"117 Rue Pierre Curie";"49000";"Angers";"FR7648855806516898422871457";"Négociateur";"Achats";"2019-12-17";"CDI";"21";"True"
"Louise";"Barbier";"louise.barbier@voltaire-analytics.fr";"+33 5 12 15 69 50";"+33 6 14 62 77 27";"1995-08-09";"Saint-Denis";"F";"Française";"295089425580002";"70HH84177";"4056816037";"73 Chemin du Moulin";"64100";"Bayonne";"FR7622233970693456247430165";"Compliance Officer";"Juridique";"2024-02-25";"CDI";"4";"True"
"Élodie";"Sanchez";"elodie.sanchez@voltaire-analytics.fr";"+33 3 29 20 68 36";"+33 6 27 18 41 37";"2004-02-02";"Montreuil";"F";"Française";"204024352781886";"66VR86518";"3195214438";"43 Chemin du Moulin";"75001";"Paris";"FR7698629305036075286755652";"Ingénieur Méthodes";"Qualité";"2019-06-20";"CDI";"14";"True"
"Fabrice";"Maréchal";"fabrice.marechal@voltaire-analytics.fr";"+33 4 86 84 18 98";"+33 6 96 86 11 63";"1998-07-05";"Strasbourg";"M";"Française";"198078867966576";"20LX46967";"3861432584";"21 Avenue Foch";"95100";"Argenteuil";"FR7674495506691195047210091";"Coordinateur Transport";"Logistique";"2021-01-25";"CDD";"32";"True"
"Alexandre";"Philippe";"alexandrephilippe@voltaire-analytics.fr";"+33 3 84 58 40 42";"+33 6 35 64 57 16";"1976-07-19";"Reims";"M";"Française";"176071442895612";"28UW61353";"6839947234";"130 Rue de la Gare";"75001";"Paris";"FR7659733314891641016390120";"Attaché de Presse";"Communication";"2016-08-07";"CDD";"24";"True"
"Sylvie";"Leroy";"sylvieleroy@voltaire-analytics.fr";"+33 5 19 75 69 25";"+33 6 69 24 10 44";"1968-12-18";"Dijon";"F";"Française";"268129262558762";"86FW15907";"7023171788";"141 Rue Pierre Curie";"54000";"Nancy";"FR7697599129293211843424220";"Chef Comptable";"Comptabilité";"2026-02-16";"CDI";"42";"True"
"Hugo";"Robin";"hugo.robin@voltaire-analytics.fr";"+33 1 70 40 47 21";"+33 6 71 42 21 45";"1985-12-08";"Angers";"M";"Française";"185124730833670";"20ZF42417";"3667087025";"20 Rue du Commerce";"14000";"Caen";"FR7649543912255761883926193";"Community Manager";"Marketing";"2017-03-03";"CDI";"13";"True"
"Colette";"Vidal";"colette-vidal@voltaire-analytics.fr";"+33 3 12 16 67 47";"+33 6 43 36 51 32";"1968-03-07";"Grenoble";"F";"Française";"268038400206642";"82CN57958";"3976709264";"6 Avenue de Verdun";"80000";"Amiens";"FR7661489953659347338025364";"Négociateur";"Achats";"2020-06-11";"CDI";"7";"True"
"Hugo";"Clément";"hugo.clement@voltaire-analytics.fr";"+33 3 45 80 65 45";"+33 6 84 18 97 50";"1994-07-13";"Angers";"M";"Française";"194070458501890";"95IG56027";"1997365104";"97 Avenue Victor Hugo";"75015";"Paris";"FR7688456301089700528321061";"Directeur Commercial";"Commercial";"2023-09-29";"Alternance";"10";"True"
"Maxime";"Renaud";"maximerenaud@voltaire-analytics.fr";"+33 5 23 32 64 45";"+33 6 40 76 43 70";"1972-04-25";"Paris";"M";"Française";"172049462557537";"22SZ30739";"9212884275";"25 Boulevard Voltaire";"75020";"Paris";"FR7637691413432885934581150";"Chef d'Atelier";"Production";"2016-07-03";"Alternance";"28";"True"
"Claude";"Leclerc";"claudeleclerc@voltaire-analytics.fr";"+33 2 47 83 23 27";"+33 6 75 37 10 13";"1985-01-16";"Montpellier";"M";"Française";"185013177754515";"24QG95936";"8938514844";"30 Rue du Commerce";"30000";"Nîmes";"FR7674732847797480796894767";"Directeur Marketing";"Marketing";"2022-08-25";"CDD";"28";"True"
"Robert";"Marchand";"robert.marchand@voltaire-analytics.fr";"+33 5 29 40 39 51";"+33 6 82 25 41 36";"1988-01-06";"Bordeaux";"M";"Française";"188011192838317";"41LN31963";"7987243312";"80 Rue Nationale";"17000";"La Rochelle";"FR7693057128804767297430898";"Directeur de la Stratégie";"Direction Générale";"2016-02-29";"CDI";"29";"True"
"Amélie";"Girard";"ameliegirard@voltaire-analytics.fr";"+33 5 78 32 19 78";"+33 6 93 26 47 46";"1986-11-26";"Rouen";"F";"Française";"286112183394017";"22MG59203";"2691907660";"134 Rue du Commerce";"33000";"Bordeaux";"FR7694222473349873292438492";"Juriste";"Juridique";"2016-08-02";"Stage";"11";"True"
"Emmanuel";"Morel";"emmanuel-morel@voltaire-analytics.fr";"+33 2 67 81 37 60";"+33 6 75 20 30 53";"1992-12-12";"Lyon";"M";"Française";"192123835114040";"76YP80975";"4589996355";"2 Place de la Bastille";"95100";"Argenteuil";"FR7643838710267051728478464";"Développeur";"Informatique";"2018-01-23";"CDI";"1";"True"
"Jules";"Leclerc";"jules-leclerc@voltaire-analytics.fr";"+33 2 54 37 32 84";"+33 6 41 90 26 44";"1990-10-25";"Saint-Étienne";"M";"Française";"190108555177361";"39IX59048";"2571915405";"141 Impasse des Lilas";"75001";"Paris";"FR7689124689255502337931443";"Juriste";"Juridique";"2023-01-15";"CDI";"8";"True"
"Dominique";"Picard";"dominique.picard@voltaire-analytics.fr";"+33 3 10 23 64 32";"+33 6 33 13 48 34";"1974-08-24";"Tours";"M";"Française";"174085712826622";"88JR72380";"3157270098";"150 Rue de Rivoli";"51100";"Reims";"FR7666315253553297160830176";"Acheteur";"Achats";"2015-01-24";"CDI";"28";"True"
"Xavier";"André";"xavier.andre@voltaire-analytics.fr";"+33 4 92 74 10 86";"+33 6 74 75 33 31";"2002-08-11";"Caen";"M";"Suisse";"102081736518229";"90DA94769";"8555926562";"89 Allée des Tilleuls";"67000";"Strasbourg";"FR7643977743712101617180237";"DGA";"Direction Générale";"2020-06-29";"Alternance";"38";"True"
"Julien";"Perrin";"julien.perrin@voltaire-analytics.fr";"+33 1 11 96 31 31";"+33 6 71 86 81 27";"1966-05-14";"Nîmes";"M";"Française";"166056058680967";"83QQ42457";"5252051473";"111 Avenue de Verdun";"44000";"Nantes";"FR7614449404124938801441516";"Directeur Logistique";"Logistique";"2024-08-05";"CDI";"31";"True"
"Mathilde";"Michel";"mathilde-michel@voltaire-analytics.fr";"+33 1 54 16 58 79";"+33 6 51 28 47 58";"2003-08-14";"Perpignan";"F";"Française";"203086691357609";"84LS31187";"9618386058";"30 Rue Nationale";"38000";"Grenoble";"FR7621044344829650188645275";"Community Manager";"Marketing";"2025-10-16";"CDI";"37";"True"
"Marion";"Guérin";"marion.guerin@voltaire-analytics.fr";"+33 1 66 24 57 84";"+33 6 17 40 61 47";"1966-11-13";"Perpignan";"F";"Française";"266119350125595";"70EW55077";"8813588721";"81 Rue de la Gare";"06000";"Nice";"FR7685472658464653359213576";"Chargé de Clientèle";"Service Client";"2018-01-07";"CDD";"45";"True"
"Clémence";"Lacroix";"clemence-lacroix@voltaire-analytics.fr";"+33 4 19 52 49 94";"+33 6 33 82 98 53";"1974-01-10";"Argenteuil";"F";"Française";"274017777891922";"51ZP20711";"8460670497";"128 Avenue des Champs-Élysées";"84000";"Avignon";"FR7615828713062281998521986";"Responsable Qualité";"Qualité";"2023-04-27";"CDI";"48";"False"
"Éric";"Sanchez";"eric.sanchez@voltaire-analytics.fr";"+33 3 89 29 24 90";"+33 6 70 32 35 44";"2003-09-24";"Dijon";"M";"Suisse";"103098108938243";"51RX81210";"9282794636";"29 Allée des Tilleuls";"35000";"Rennes";"FR7695073456634292826237279";"Directeur Juridique";"Juridique";"2019-03-18";"CDI";"22";"True"
"Claude";"Caron";"claudecaron@voltaire-analytics.fr";"+33 5 89 53 88 42";"+33 6 86 24 89 28";"1971-09-11";"La Rochelle";"M";"Française";"171095033468877";"84KD72372";"3649053406";"100 Rue du Commerce";"93200";"Saint-Denis";"FR7650038819214487506581438";"Chargé de Recrutement";"Ressources Humaines";"2023-11-06";"CDI";"17";"True"
"Marcel";"Lemaître";"marcellemaitre@voltaire-analytics.fr";"+33 1 24 23 10 62";"+33 6 41 81 31 33";"1991-12-12";"Saint-Étienne";"M";"Française";"191123116339438";"54YI84522";"5023470858";"129 Rue du Faubourg Saint-Honoré";"54000";"Nancy";"FR7694113859268081163523893";"Chercheur";"Recherche & Développement";"2024-08-18";"CDI";"29";"True"
"Stéphane";"Rey";"stephanerey@voltaire-analytics.fr";"+33 1 92 37 44 56";"+33 6 87 42 78 86";"1995-01-12";"Paris";"M";"Française";"195013763228001";"16QB89729";"1815613530";"84 Boulevard Voltaire";"13100";"Aix-en-Provence";"FR7690376809019200547039578";"Chargé de Clientèle";"Service Client";"2017-02-09";"Alternance";"13";"True"
"Jules";"Robin";"jules-robin@voltaire-analytics.fr";"+33 1 99 40 16 67";"+33 6 54 10 53 82";"1967-07-02";"Mulhouse";"M";"Belge";"167077302867286";"65IA77619";"2420097086";"29 Avenue des Champs-Élysées";"37000";"Tours";"FR7685395237049350108939258";"Directeur Commercial";"Commercial";"2015-03-14";"CDD";"21";"True"
"Aurélien";"Chevalier";"aurelien-chevalier@voltaire-analytics.fr";"+33 2 73 47 84 44";"+33 6 55 98 55 78";"1995-06-12";"Nancy";"M";"Marocaine";"195062508853874";"56XN60491";"5252963979";"66 Rue Pierre Curie";"35000";"Rennes";"FR7670584768527008903187376";"Directeur Logistique";"Logistique";"2015-01-30";"CDI";"41";"True"
"Mathieu";"Durand";"mathieu.durand@voltaire-analytics.fr";"+33 5 69 15 90 37";"+33 6 12 72 90 77";"1998-10-23";"Amiens";"M";"Française";"198109543413258";"41WF52868";"5299101418";"22 Impasse des Lilas";"69003";"Lyon";"FR7691526952333197447014366";"Compliance Officer";"Juridique";"2016-02-08";"Alternance";"7";"True"
"Colette";"Bertrand";"colette-bertrand@voltaire-analytics.fr";"+33 4 69 65 99 12";"+33 6 17 42 94 27";"1968-02-20";"Angers";"F";"Suisse";"268027845590320";"62KP22119";"3366809164";"90 Rue des Écoles";"83000";"Toulon";"FR7649495677292010544205286";"Directeur Marketing";"Marketing";"2017-11-07";"CDI";"40";"True"
"Monique";"Leclerc";"moniqueleclerc@voltaire-analytics.fr";"+33 1 52 48 92 48";"+33 6 49 83 64 31";"1975-02-08";"Antibes";"F";"Algérienne";"275024814984921";"24NL42265";"8086630293";"13 Avenue de la Liberté";"14000";"Caen";"FR7662913611676473092107472";"Responsable Grands Comptes";"Commercial";"2024-06-30";"CDI";"20";"True"
"Paul";"Hamon";"paul-hamon@voltaire-analytics.fr";"+33 4 85 85 73 11";"+33 6 61 54 81 18";"1999-08-18";"Toulouse";"M";"Française";"199083637877684";"17ZP67365";"8049222476";"84 Avenue des Champs-Élysées";"59000";"Lille";"FR7698553917801649216860823";"Chef d'Atelier";"Production";"2026-02-14";"CDI";"8";"True"
"David";"Perrot";"davidperrot@voltaire-analytics.fr";"+33 2 55 33 63 10";"+33 6 20 69 90 67";"1996-06-12";"Aix-en-Provence";"M";"Française";"196064434451897";"18GE66964";"2241861915";"67 Rue de Rivoli";"93200";"Saint-Denis";"FR7669296107132954571043137";"Comptable";"Comptabilité";"2022-03-21";"CDI";"4";"True"
"Alain";"Guérin";"alainguerin@voltaire-analytics.fr";"+33 4 70 49 12 68";"+33 6 22 79 57 38";"1993-10-18";"Lyon";"M";"Française";"193101034941416";"47WQ38825";"5179578212";"143 Rue Jean Moulin";"06600";"Antibes";"FR7670390544964654611526179";"Attaché de Presse";"Communication";"2017-08-31";"CDI";"37";"True"
"Delphine";"Lopez";"delphinelopez@voltaire-analytics.fr";"+33 4 18 58 59 34";"+33 6 93 88 36 16";"1994-12-01";"Toulouse";"F";"Française";"294122109944540";"80WZ77305";"1588240790";"132 Rue de Rivoli";"69001";"Lyon";"FR7620968538317586855161843";"Responsable Qualité";"Qualité";"2025-01-24";"CDI";"49";"True"
"Thomas";"Henry";"thomas.henry@voltaire-analytics.fr";"+33 1 70 83 19 85";"+33 6 48 44 99 53";"1975-12-27";"Nîmes";"M";"Française";"175126191744836";"59SY59390";"2967683893";"116 Rue Émile Zola";"13100";"Aix-en-Provence";"FR7623534234242497014385827";"DGA";"Direction Générale";"2018-06-03";"Stage";"45";"False"
"Christian";"Clément";"christian-clement@voltaire-analytics.fr";"+33 3 89 32 36 10";"+33 6 16 26 33 47";"1996-03-24";"Toulouse";"M";"Française";"196033099298319";"67CM60470";"4948250673";"50 Place du Marché";"84000";"Avignon";"FR7656608210729508799046789";"Opérateur";"Production";"2022-01-11";"CDD";"5";"True"
"Christian";"Jacquet";"christian.jacquet@voltaire-analytics.fr";"+33 5 97 84 37 17";"+33 6 63 70 64 90";"1992-09-16";"Toulouse";"M";"Française";"192090765097545";"99ZD22246";"7351202671";"20 Avenue des Champs-Élysées";"75015";"Paris";"FR7690288250376266664994114";"Directeur de la Stratégie";"Direction Générale";"2017-01-31";"CDI";"3";"True"
"Océane";"Aubert";"oceane-aubert@voltaire-analytics.fr";"+33 3 21 12 35 80";"+33 6 86 55 36 70";"1973-06-20";"Montreuil";"F";"Française";"273062413947154";"77HS33941";"8611369092";"55 Boulevard Saint-Germain";"21000";"Dijon";"FR7650304451088528564290879";"Directeur des Achats";"Achats";"2020-07-07";"CDD";"27";"True"
"Denise";"Schmitt";"denise-schmitt@voltaire-analytics.fr";"+33 4 50 49 37 83";"+33 6 55 86 31 80";"1978-10-19";"Lyon";"F";"Française";"278103343424230";"19FU48724";"5349671044";"67 Avenue Foch";"80000";"Amiens";"FR7699184186252266643434061";"Directeur de la Stratégie";"Direction Générale";"2022-08-13";"CDD";"35";"True"
"Christophe";"Morel";"christophe.morel@voltaire-analytics.fr";"+33 3 96 44 91 83";"+33 6 47 45 68 95";"1968-06-29";"Toulon";"M";"Française";"168066931253885";"55ZV61783";"8962074684";"21 Chemin du Moulin";"21000";"Dijon";"FR7644403332159640638115157";"Juriste";"Juridique";"2021-12-17";"CDD";"6";"True"
"Arnaud";"Leroy";"arnaud.leroy@voltaire-analytics.fr";"+33 2 84 20 44 39";"+33 6 78 26 66 61";"1968-12-23";"Le Havre";"M";"Française";"168128540711934";"26GX88784";"5564118344";"38 Rue Jean Moulin";"30000";"Nîmes";"FR7653916848552622758429036";"Juriste";"Juridique";"2024-05-28";"Stage";"27";"True"
"Bernard";"Renaud";"bernardrenaud@voltaire-analytics.fr";"+33 4 81 13 40 88";"+33 6 88 37 42 61";"1979-02-19";"Clermont-Ferrand";"M";"Française";"179022105373212";"71KG83815";"2424631749";"141 Rue Pierre Curie";"67000";"Strasbourg";"FR7630735777637907963043236";"Rédacteur";"Communication";"2015-02-23";"CDI";"40";"True"
"Geneviève";"Bernard";"genevieve-bernard@voltaire-analytics.fr";"+33 1 60 75 25 54";"+33 6 22 97 21 43";"1985-08-18";"Toulouse";"F";"Française";"285085999351549";"52MY93178";"6237018001";"101 Rue Pierre Curie";"87000";"Limoges";"FR7631241984623454783011749";"Chef Comptable";"Comptabilité";"2025-09-30";"Alternance";"18";"True"
"Valérie";"Delmas";"valerie-delmas@voltaire-analytics.fr";"+33 5 87 67 53 36";"+33 6 93 14 18 47";"1992-07-30";"Villeurbanne";"F";"Française";"292072825055876";"43KK47213";"5210554141";"37 Rue de Rivoli";"31000";"Toulouse";"FR7619620908808215445290392";"Coordinateur Transport";"Logistique";"2021-04-12";"CDI";"6";"True"
"Alexandra";"Garnier";"alexandra.garnier@voltaire-analytics.fr";"+33 5 83 76 89 39";"+33 6 13 82 99 29";"1974-11-25";"Montpellier";"F";"Française";"274112073004162";"31WJ19055";"7381592346";"113 Avenue des Champs-Élysées";"14000";"Caen";"FR7699088629348245950400635";"Chargé de Clientèle";"Service Client";"2021-03-13";"CDI";"46";"True"
"Jean";"Maillard";"jeanmaillard@voltaire-analytics.fr";"+33 4 72 38 51 98";"+33 6 47 84 94 62";"1995-11-30";"Nîmes";"M";"Française";"195118685061316";"54SA25106";"2825225683";"86 Rue Pierre Curie";"30000";"Nîmes";"FR7634759167893198235143253";"Aide-Comptable";"Comptabilité";"2022-09-05";"Stage";"28";"True"
"Georges";"Durand";"georges-durand@voltaire-analytics.fr";"+33 4 91 52 65 48";"+33 6 47 12 36 90";"2000-05-08";"Saint-Étienne";"M";"Française";"100056618018832";"25CT44126";"5292842882";"89 Rue Nationale";"75008";"Paris";"FR7651978397662358380091760";"Technicien Qualité";"Qualité";"2024-11-10";"CDD";"21";"True"
"Andrée";"Bernard";"andree-bernard@voltaire-analytics.fr";"+33 5 36 60 16 69";"+33 6 30 29 81 74";"1991-07-30";"Caen";"F";"Française";"291077420598401";"84EZ79740";"9178167886";"149 Boulevard Gambetta";"66000";"Perpignan";"FR7611905228396167336216390";"Chercheur";"Recherche & Développement";"2025-07-19";"CDD";"47";"True"
"Julie";"Robert";"julie-robert@voltaire-analytics.fr";"+33 2 94 37 64 23";"+33 6 42 22 65 39";"1974-12-13";"Tours";"F";"Française";"274120347265401";"30PI28258";"1317563485";"47 Impasse des Lilas";"75020";"Paris";"FR7691334485097418614234482";"Chef d'Atelier";"Production";"2021-10-02";"Alternance";"31";"True"
"Jacques";"Rousseau";"jacquesrousseau@voltaire-analytics.fr";"+33 3 84 22 54 86";"+33 6 13 55 43 31";"1964-08-28";"Le Havre";"M";"Française";"164087277645869";"76JU15773";"4927574074";"27 Place de la Bastille";"57000";"Metz";"FR7610831991138208581212369";"DPO";"Juridique";"2024-07-01";"CDD";"21";"True"
"Patrick";"Moulin";"patrick.moulin@voltaire-analytics.fr";"+33 2 68 90 84 14";"+33 6 90 18 60 80";"1980-09-27";"Le Havre";"M";"Algérienne";"180098701531643";"99PM40884";"3911923839";"149 Rue Lafayette";"78000";"Versailles";"FR7671727940332544629400249";"Gestionnaire Paie";"Ressources Humaines";"2022-05-04";"Stage";"37";"True"
"Patricia";"Schmitt";"patricia-schmitt@voltaire-analytics.fr";"+33 4 68 45 23 65";"+33 6 53 40 66 45";"1985-12-01";"Antibes";"F";"Marocaine";"285124978298634";"66RK64940";"3684369511";"76 Rue de la République";"69100";"Villeurbanne";"FR7662044189212591673699822";"Chargé de Communication";"Marketing";"2021-08-04";"CDD";"9";"True"
"Serge";"Brun";"serge-brun@voltaire-analytics.fr";"+33 3 72 80 30 50";"+33 6 62 91 41 44";"1971-05-21";"Antibes";"M";"Française";"171052717833343";"21AD20732";"1337771488";"52 Chemin du Moulin";"25000";"Besançon";"FR7625364451182191055068044";"DRH";"Ressources Humaines";"2015-12-14";"CDI";"9";"True"
"Colette";"Schmitt";"colette-schmitt@voltaire-analytics.fr";"+33 5 21 50 97 70";"+33 6 82 65 22 85";"1965-03-16";"Saint-Étienne";"F";"Française";"265031719479865";"74BF18878";"3253210205";"138 Rue de Rivoli";"78000";"Versailles";"FR7644426726311321921292275";"Secrétaire Général";"Direction Générale";"2015-06-26";"CDI";"30";"True"
"Laurence";"Noel";"laurence.noel@voltaire-analytics.fr";"+33 4 98 46 30 52";"+33 6 45 32 96 49";"1973-10-08";"Amiens";"F";"Française";"273100897117737";"59TD92482";"5059026736";"112 Rue de la Gare";"63000";"Clermont-Ferrand";"FR7692031272487443095890699";"Trésorier";"Finance";"2016-09-02";"CDI";"49";"True"
"Monique";"Vidal";"monique-vidal@voltaire-analytics.fr";"+33 2 36 48 45 54";"+33 6 39 84 66 56";"1965-01-05";"Paris";"F";"Française";"265017117758475";"93AW36362";"7564052426";"129 Avenue des Champs-Élysées";"78000";"Versailles";"FR7628142830234566179356010";"Attaché de Presse";"Communication";"2020-01-21";"CDI";"27";"True"
"Béatrice";"Henry";"beatrice.henry@voltaire-analytics.fr";"+33 3 68 86 17 43";"+33 6 46 68 51 20";"1988-09-10";"Rennes";"F";"Française";"288096364962133";"31MU12345";"6513534148";"34 Rue de la République";"64100";"Bayonne";"FR7699582778391062944134197";"PDG";"Direction Générale";"2022-08-25";"CDI";"39";"True"
"Amélie";"Roux";"amelieroux@voltaire-analytics.fr";"+33 3 64 50 90 50";"+33 6 35 10 88 28";"1997-07-12";"Montpellier";"F";"Marocaine";"297072212413129";"75RD62261";"8913502863";"138 Rue Émile Zola";"38000";"Grenoble";"FR7638449328754070677811031";"Juriste";"Juridique";"2017-07-12";"CDI";"9";"True"
